CODI_OPENDATA ,CODI_IDENTIFICACIO_ESTACIO,CODI_IDENTIFICACIO_EQUIP,NUMERO_DE_SERVEI,CODI_DEL_CONNECTOR,TIPO_CONNECTOR,POTENCIA_MAXIMA_DE_CARGA_(W),NUM_SERVEIS_DEL_EQUIP,NUM_DE_CONNECTORS_AL_EQUIP,TIPOLOGIA_DE_CARREGA,LATITUD,LONGITUD,DIRECCIO,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,CODI_POSTAL,CODI_ASIA,TIPUS_DE_ACCES,OPERADOR,TELF,TARIFA ,CONTROL_DE_ACCES,RESTRICCIO_DE_US
21501041,215,01,04,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marqués de Mulhacén, 51 B",4,Les Corts,21,Pedralbes,08034,99400335491,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21501042,215,01,04,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marqués de Mulhacén, 51 B",4,Les Corts,21,Pedralbes,08034,99400335491,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21501051,215,01,05,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marqués de Mulhacén, 51 B",4,Les Corts,21,Pedralbes,08034,99400335491,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21501052,215,01,05,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marqués de Mulhacén, 51 B",4,Les Corts,21,Pedralbes,08034,99400335491,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21501061,215,01,06,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marqués de Mulhacén, 51 B",4,Les Corts,21,Pedralbes,08034,99400335491,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21501062,215,01,06,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marqués de Mulhacén, 51 B",4,Les Corts,21,Pedralbes,08034,99400335491,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21501071,215,01,07,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marqués de Mulhacén, 51 B",4,Les Corts,21,Pedralbes,08034,99400335491,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21501072,215,01,07,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marqués de Mulhacén, 51 B",4,Les Corts,21,Pedralbes,08034,99400335491,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21501081,215,01,08,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marqués de Mulhacén, 51 B",4,Les Corts,21,Pedralbes,08034,99400335491,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21501082,215,01,08,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marqués de Mulhacén, 51 B",4,Les Corts,21,Pedralbes,08034,99400335491,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601011,216,01,01,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601012,216,01,01,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601021,216,01,02,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601022,216,01,02,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601031,216,01,03,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601032,216,01,03,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601041,216,01,04,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601042,216,01,04,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601051,216,01,05,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601052,216,01,05,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601061,216,01,06,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601062,216,01,06,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601071,216,01,07,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601072,216,01,07,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601081,216,01,08,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601082,216,01,08,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601091,216,01,09,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601092,216,01,09,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601101,216,01,10,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601102,216,01,10,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601111,216,01,11,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601112,216,01,11,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601121,216,01,12,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601122,216,01,12,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601131,216,01,13,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601132,216,01,13,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601141,216,01,14,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601142,216,01,14,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601151,216,01,15,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601152,216,01,15,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601161,216,01,16,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601162,216,01,16,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601171,216,01,17,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601172,216,01,17,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601181,216,01,18,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601182,216,01,18,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601191,216,01,19,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601192,216,01,19,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601201,216,01,20,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601202,216,01,20,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21601211,216,01,21,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601212,216,01,21,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601221,216,01,22,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601222,216,01,22,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601231,216,01,23,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601232,216,01,23,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601241,216,01,24,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601242,216,01,24,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601251,216,01,25,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601252,216,01,25,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601261,216,01,26,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601262,216,01,26,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601271,216,01,27,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601272,216,01,27,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601281,216,01,28,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601282,216,01,28,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601291,216,01,29,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601292,216,01,29,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601301,216,01,30,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601302,216,01,30,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601311,216,01,31,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601312,216,01,31,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601321,216,01,32,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21601322,216,01,32,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"C/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",3,Sants-Montjuic,11,El Poble Sec,08004,92086026152,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21701011,217,01,01,1,SCHUKO,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",10,Sant Martí,67,La Vila Olimpica de Poblenou,08005,94279114400,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21701012,217,01,01,2,MENNEKES,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",10,Sant Martí,67,La Vila Olimpica de Poblenou,08005,94279114400,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21701021,217,01,02,1,SCHUKO,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",10,Sant Martí,67,La Vila Olimpica de Poblenou,08005,94279114400,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21701022,217,01,02,2,MENNEKES,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",10,Sant Martí,67,La Vila Olimpica de Poblenou,08005,94279114400,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21701031,217,01,03,1,SCHUKO,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",10,Sant Martí,67,La Vila Olimpica de Poblenou,08005,94279114400,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21701032,217,01,03,2,MENNEKES,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",10,Sant Martí,67,La Vila Olimpica de Poblenou,08005,94279114400,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21701041,217,01,04,1,SCHUKO,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",10,Sant Martí,67,La Vila Olimpica de Poblenou,08005,94279114400,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21701042,217,01,04,2,MENNEKES,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",10,Sant Martí,67,La Vila Olimpica de Poblenou,08005,94279114400,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21701051,217,01,05,1,SCHUKO,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",10,Sant Martí,67,La Vila Olimpica de Poblenou,08005,94279114400,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21701052,217,01,05,2,MENNEKES,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",10,Sant Martí,67,La Vila Olimpica de Poblenou,08005,94279114400,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21701061,217,01,06,1,SCHUKO,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",10,Sant Martí,67,La Vila Olimpica de Poblenou,08005,94279114400,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21701062,217,01,06,2,MENNEKES,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",10,Sant Martí,67,La Vila Olimpica de Poblenou,08005,94279114400,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21801011,218,01,01,1,SCHUKO,3600,1,2,LENTA,41.405220,2.142709,"Ronda del General Mitre, 203",5,Sarrià-Sant Gervasi,27,El Putxet i Farró,08023,99400263228,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21801012,218,01,01,2,MENNEKES,3600,1,2,LENTA,41.405220,2.142709,"Ronda del General Mitre, 203",5,Sarrià-Sant Gervasi,27,El Putxet i Farró,08023,99400263228,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21801021,218,01,02,1,SCHUKO,3600,1,2,LENTA,41.405220,2.142709,"Ronda del General Mitre, 203",5,Sarrià-Sant Gervasi,27,El Putxet i Farró,08023,99400263228,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21801022,218,01,02,2,MENNEKES,3600,1,2,LENTA,41.405220,2.142709,"Ronda del General Mitre, 203",5,Sarrià-Sant Gervasi,27,El Putxet i Farró,08023,99400263228,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
