CODI_OPENDATA ,CODI_IDENTIFICACIO_ESTACIO,CODI_IDENTIFICACIO_EQUIP,NUMERO_DE_SERVEI,CODI_DEL_CONNECTOR,TIPO_CONNECTOR,POTENCIA_MAXIMA_DE_CARGA_(W),NUM_SERVEIS_DEL_EQUIP,NUM_DE_CONNECTORS_AL_EQUIP,TIPOLOGIA_DE_CARREGA,LATITUD,LONGITUD,DIRECCIO,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,CODI_POSTAL,CODI_ASIA,TIPUS_DE_ACCES,OPERADOR,TELF,TARIFA ,CONTROL_DE_ACCES,RESTRICCIO_DE_US
20301012,203,01,01,2,MENNEKES,3600,1,2,LENTA,41.401293,2.133400,"C/ Josep Balarí, 9",5,Sarrià-Sant Gervasi,25,La Bonanova,,92086038544,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20301021,203,01,02,1,SCHUKO,3600,1,2,LENTA,41.401293,2.133400,"C/ Josep Balarí, 9",5,Sarrià-Sant Gervasi,25,La Bonanova,,92086038544,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20301022,203,01,02,2,MENNEKES,3600,1,2,LENTA,41.401293,2.133400,"C/ Josep Balarí, 9",5,Sarrià-Sant Gervasi,25,La Bonanova,,92086038544,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20301031,203,01,03,1,SCHUKO,3600,1,2,LENTA,41.401293,2.133400,"C/ Josep Balarí, 9",5,Sarrià-Sant Gervasi,25,La Bonanova,,92086038544,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20301032,203,01,03,2,MENNEKES,3600,1,2,LENTA,41.401293,2.133400,"C/ Josep Balarí, 9",5,Sarrià-Sant Gervasi,25,La Bonanova,,92086038544,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20301041,203,01,04,1,SCHUKO,3600,1,2,LENTA,41.401293,2.133400,"C/ Josep Balarí, 9",5,Sarrià-Sant Gervasi,25,La Bonanova,,92086038544,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20301042,203,01,04,2,MENNEKES,3600,1,2,LENTA,41.401293,2.133400,"C/ Josep Balarí, 9",5,Sarrià-Sant Gervasi,25,La Bonanova,,92086038544,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20301051,203,01,05,1,SCHUKO,3600,1,2,LENTA,41.401293,2.133400,"C/ Josep Balarí, 9",5,Sarrià-Sant Gervasi,25,La Bonanova,,92086038544,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20301052,203,01,05,2,MENNEKES,3600,1,2,LENTA,41.401293,2.133400,"C/ Josep Balarí, 9",5,Sarrià-Sant Gervasi,25,La Bonanova,,92086038544,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20401011,204,01,01,1,SCHUKO,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20401012,204,01,01,2,MENNEKES,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20401021,204,01,02,1,SCHUKO,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20401022,204,01,02,2,MENNEKES,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20401031,204,01,03,1,SCHUKO,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20401032,204,01,03,2,MENNEKES,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20401041,204,01,04,1,SCHUKO,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20401042,204,01,04,2,MENNEKES,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20401051,204,01,05,1,SCHUKO,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20401052,204,01,05,2,MENNEKES,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20401061,204,01,06,1,SCHUKO,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20401062,204,01,06,2,MENNEKES,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20401071,204,01,07,1,SCHUKO,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20401072,204,01,07,2,MENNEKES,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20401081,204,01,08,1,SCHUKO,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20401082,204,01,08,2,MENNEKES,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20401101,204,01,10,1,SCHUKO,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20401102,204,01,10,2,MENNEKES,3600,1,2,LENTA,41.389854,2.128579,"C/ Flos i Calcat, 2",5,Sarrià-Sant Gervasi,19,Sarrià,,92352141944,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20501011,205,01,01,1,SCHUKO,3600,1,2,LENTA,41.406703,2.133512,"Pl. Bonanova, 2",5,Sarrià-Sant Gervasi,25,La Bonanova,,99400155513,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20501012,205,01,01,2,MENNEKES,3600,1,2,LENTA,41.406703,2.133512,"Pl. Bonanova, 2",5,Sarrià-Sant Gervasi,25,La Bonanova,,99400155513,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20501021,205,01,02,1,SCHUKO,3600,1,2,LENTA,41.406703,2.133512,"Pl. Bonanova, 2",5,Sarrià-Sant Gervasi,25,La Bonanova,,99400155513,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20501022,205,01,02,2,MENNEKES,3600,1,2,LENTA,41.406703,2.133512,"Pl. Bonanova, 2",5,Sarrià-Sant Gervasi,25,La Bonanova,,99400155513,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20501031,205,01,03,1,SCHUKO,3600,1,2,LENTA,41.406703,2.133512,"Pl. Bonanova, 2",5,Sarrià-Sant Gervasi,25,La Bonanova,,99400155513,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20501032,205,01,03,2,MENNEKES,3600,1,2,LENTA,41.406703,2.133512,"Pl. Bonanova, 2",5,Sarrià-Sant Gervasi,25,La Bonanova,,99400155513,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20501041,205,01,04,1,SCHUKO,3600,1,2,LENTA,41.406703,2.133512,"Pl. Bonanova, 2",5,Sarrià-Sant Gervasi,25,La Bonanova,,99400155513,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20501042,205,01,04,2,MENNEKES,3600,1,2,LENTA,41.406703,2.133512,"Pl. Bonanova, 2",5,Sarrià-Sant Gervasi,25,La Bonanova,,99400155513,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20501051,205,01,05,1,SCHUKO,3600,1,2,LENTA,41.406703,2.133512,"Pl. Bonanova, 2",5,Sarrià-Sant Gervasi,25,La Bonanova,,99400155513,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20501052,205,01,05,2,MENNEKES,3600,1,2,LENTA,41.406703,2.133512,"Pl. Bonanova, 2",5,Sarrià-Sant Gervasi,25,La Bonanova,,99400155513,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20501061,205,01,06,1,SCHUKO,3600,1,2,LENTA,41.406703,2.133512,"Pl. Bonanova, 2",5,Sarrià-Sant Gervasi,25,La Bonanova,,99400155513,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20501062,205,01,06,2,MENNEKES,3600,1,2,LENTA,41.406703,2.133512,"Pl. Bonanova, 2",5,Sarrià-Sant Gervasi,25,La Bonanova,,99400155513,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20601011,206,01,01,1,SCHUKO,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20601012,206,01,01,2,MENNEKES,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20601021,206,01,02,1,SCHUKO,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20601022,206,01,02,2,MENNEKES,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20601031,206,01,03,1,SCHUKO,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20601032,206,01,03,2,MENNEKES,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20601041,206,01,04,1,SCHUKO,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20601042,206,01,04,2,MENNEKES,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20601051,206,01,05,1,SCHUKO,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20601052,206,01,05,2,MENNEKES,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20601061,206,01,06,1,SCHUKO,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20601062,206,01,06,2,MENNEKES,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20601071,206,01,07,1,SCHUKO,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20601072,206,01,07,2,MENNEKES,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20601081,206,01,08,1,SCHUKO,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20601082,206,01,08,2,MENNEKES,3600,1,2,LENTA,41.410893,2.174617,"C/ Castillejos,328 // C/ Cartagena, 319",2,Eixample,6,Sagrada Familia,08025,92086026153,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20701011,207,01,01,1,SCHUKO,3600,1,2,LENTA,41.384988,2.122446,"C/ Menéndez y Pelayo, 1 S // Av. Joan XXIII, 25",5,Sarrià-Sant Gervasi,20,La Maternitat i Sant Ramón,,99400157899,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20701012,207,01,01,2,MENNEKES,3600,1,2,LENTA,41.384988,2.122446,"C/ Menéndez y Pelayo, 1 S // Av. Joan XXIII, 25",5,Sarrià-Sant Gervasi,20,La Maternitat i Sant Ramón,,99400157899,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20701021,207,01,02,1,SCHUKO,3600,1,2,LENTA,41.384988,2.122446,"C/ Menéndez y Pelayo, 1 S // Av. Joan XXIII, 25",5,Sarrià-Sant Gervasi,20,La Maternitat i Sant Ramón,,99400157899,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20701022,207,01,02,2,MENNEKES,3600,1,2,LENTA,41.384988,2.122446,"C/ Menéndez y Pelayo, 1 S // Av. Joan XXIII, 25",5,Sarrià-Sant Gervasi,20,La Maternitat i Sant Ramón,,99400157899,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20701031,207,01,03,1,SCHUKO,3600,1,2,LENTA,41.384988,2.122446,"C/ Menéndez y Pelayo, 1 S // Av. Joan XXIII, 25",5,Sarrià-Sant Gervasi,20,La Maternitat i Sant Ramón,,99400157899,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20701032,207,01,03,2,MENNEKES,3600,1,2,LENTA,41.384988,2.122446,"C/ Menéndez y Pelayo, 1 S // Av. Joan XXIII, 25",5,Sarrià-Sant Gervasi,20,La Maternitat i Sant Ramón,,99400157899,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20701041,207,01,04,1,SCHUKO,3600,1,2,LENTA,41.384988,2.122446,"C/ Menéndez y Pelayo, 1 S // Av. Joan XXIII, 25",5,Sarrià-Sant Gervasi,20,La Maternitat i Sant Ramón,,99400157899,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20701042,207,01,04,2,MENNEKES,3600,1,2,LENTA,41.384988,2.122446,"C/ Menéndez y Pelayo, 1 S // Av. Joan XXIII, 25",5,Sarrià-Sant Gervasi,20,La Maternitat i Sant Ramón,,99400157899,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20701051,207,01,05,1,SCHUKO,3600,1,2,LENTA,41.384988,2.122446,"C/ Menéndez y Pelayo, 1 S // Av. Joan XXIII, 25",5,Sarrià-Sant Gervasi,20,La Maternitat i Sant Ramón,,99400157899,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20701052,207,01,05,2,MENNEKES,3600,1,2,LENTA,41.384988,2.122446,"C/ Menéndez y Pelayo, 1 S // Av. Joan XXIII, 25",5,Sarrià-Sant Gervasi,20,La Maternitat i Sant Ramón,,99400157899,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20801011,208,01,01,1,SCHUKO,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20801012,208,01,01,2,MENNEKES,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20801021,208,01,02,1,SCHUKO,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20801022,208,01,02,2,MENNEKES,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20801031,208,01,03,1,SCHUKO,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20801032,208,01,03,2,MENNEKES,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20801041,208,01,04,1,SCHUKO,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20801042,208,01,04,2,MENNEKES,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20801051,208,01,05,1,SCHUKO,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20801052,208,01,05,2,MENNEKES,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20801061,208,01,06,1,SCHUKO,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20801062,208,01,06,2,MENNEKES,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20801071,208,01,07,1,SCHUKO,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20801072,208,01,07,2,MENNEKES,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",3,Sants-Montjuic,11,El Poble Sec,08004,99400032112,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20901011,209,01,01,1,SCHUKO,3600,1,2,LENTA,41.425848,2.184141,"C/ Concepción Arenal,143",9,Sant Andreu,62,El Congrés i els Indians,08027,99400147898,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20901012,209,01,01,2,MENNEKES,3600,1,2,LENTA,41.425848,2.184141,"C/ Concepción Arenal,143",9,Sant Andreu,62,El Congrés i els Indians,08027,99400147898,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20901021,209,01,02,1,SCHUKO,3600,1,2,LENTA,41.425848,2.184141,"C/ Concepción Arenal,143",9,Sant Andreu,62,El Congrés i els Indians,08027,99400147898,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20901022,209,01,02,2,MENNEKES,3600,1,2,LENTA,41.425848,2.184141,"C/ Concepción Arenal,143",9,Sant Andreu,62,El Congrés i els Indians,08027,99400147898,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
20901031,209,01,03,1,SCHUKO,3600,1,2,LENTA,41.425848,2.184141,"C/ Concepción Arenal,143",9,Sant Andreu,62,El Congrés i els Indians,08027,99400147898,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20901032,209,01,03,2,MENNEKES,3600,1,2,LENTA,41.425848,2.184141,"C/ Concepción Arenal,143",9,Sant Andreu,62,El Congrés i els Indians,08027,99400147898,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20901041,209,01,04,1,SCHUKO,3600,1,2,LENTA,41.425848,2.184141,"C/ Concepción Arenal,143",9,Sant Andreu,62,El Congrés i els Indians,08027,99400147898,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20901042,209,01,04,2,MENNEKES,3600,1,2,LENTA,41.425848,2.184141,"C/ Concepción Arenal,143",9,Sant Andreu,62,El Congrés i els Indians,08027,99400147898,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20901051,209,01,05,1,SCHUKO,3600,1,2,LENTA,41.425848,2.184141,"C/ Concepción Arenal,143",9,Sant Andreu,62,El Congrés i els Indians,08027,99400147898,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
20901052,209,01,05,2,MENNEKES,3600,1,2,LENTA,41.425848,2.184141,"C/ Concepción Arenal,143",9,Sant Andreu,62,El Congrés i els Indians,08027,99400147898,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21001011,210,01,01,1,SCHUKO,3600,1,2,LENTA,41.376399,2.178503,"Pg. Colón,  1",1,Ciutat Vella,2,El Barri Gòtic,08002,92086026151,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21001012,210,01,01,2,MENNEKES,3600,1,2,LENTA,41.376399,2.178503,"Pg. Colón,  1",1,Ciutat Vella,2,El Barri Gòtic,08002,92086026151,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21001021,210,01,02,1,SCHUKO,3600,1,2,LENTA,41.376399,2.178503,"Pg. Colón,  1",1,Ciutat Vella,2,El Barri Gòtic,08002,92086026151,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21001022,210,01,02,2,MENNEKES,3600,1,2,LENTA,41.376399,2.178503,"Pg. Colón,  1",1,Ciutat Vella,2,El Barri Gòtic,08002,92086026151,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,EXCLUSIU MOTO
21001031,210,01,03,1,SCHUKO,3600,1,2,LENTA,41.376399,2.178503,"Pg. Colón,  1",1,Ciutat Vella,2,El Barri Gòtic,08002,92086026151,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21001032,210,01,03,2,MENNEKES,3600,1,2,LENTA,41.376399,2.178503,"Pg. Colón,  1",1,Ciutat Vella,2,El Barri Gòtic,08002,92086026151,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21001041,210,01,04,1,SCHUKO,3600,1,2,LENTA,41.376399,2.178503,"Pg. Colón,  1",1,Ciutat Vella,2,El Barri Gòtic,08002,92086026151,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
21001042,210,01,04,2,MENNEKES,3600,1,2,LENTA,41.376399,2.178503,"Pg. Colón,  1",1,Ciutat Vella,2,El Barri Gòtic,08002,92086026151,APARCAMENT PUBLIC,BSM,937064866,GRATUÏT,LLIURE,SENSE RESTRICCIÓ
