CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
08,Barcelona,019,Barcelona,042,12,2019,11,21,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,43,V,,N,,N,35,V,44,V,63,V,75,V,81,V,68,V,54,V,67,V,43,V
08,Barcelona,019,Barcelona,042,12,2019,11,22,43,V,49,V,,N,,N,,N,,N,,N,,N,,N,187,V,226,V,216,V,,N,,N,60,V,36,V,38,V,51,V,63,V,47,V,30,V,21,V,19,V,19,V
08,Barcelona,019,Barcelona,042,12,2019,11,23,12,V,12,V,11,V,9,V,16,V,21,V,24,V,37,V,31,V,11,V,10,V,9,V,8,V,7,V,7,V,8,V,7,V,11,V,10,V,9,V,7,V,7,V,7,V,5,V
08,Barcelona,019,Barcelona,042,12,2019,11,24,6,V,4,V,13,V,11,V,11,V,8,V,6,V,6,V,14,V,11,V,15,V,18,V,20,V,18,V,24,V,26,V,26,V,30,V,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,12,2019,11,21,34,V,19,V,32,V,29,V,43,V,34,V,63,V,145,V,64,V,42,V,32,V,31,V,41,V,39,V,26,V,31,V,45,V,58,V,35,V,29,V,19,V,22,V,32,V,42,V
08,Barcelona,019,Barcelona,054,12,2019,11,22,54,V,34,V,46,V,37,V,42,V,71,V,100,V,159,V,127,V,89,V,,N,,N,,N,50,V,43,V,27,V,22,V,30,V,43,V,40,V,19,V,17,V,14,V,12,V
08,Barcelona,019,Barcelona,054,12,2019,11,23,8,V,7,V,9,V,10,V,15,V,5,V,8,V,18,V,24,V,19,V,16,V,13,V,15,V,13,V,13,V,9,V,9,V,17,V,14,V,17,V,13,V,9,V,8,V,7,V
08,Barcelona,019,Barcelona,054,12,2019,11,24,5,V,5,V,5,V,6,V,4,V,4,V,5,V,5,V,7,V,8,V,10,V,15,V,13,V,13,V,16,V,18,V,22,V,228,V,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,050,14,2019,11,21,2,V,2,V,1,V,1,V,2,V,2,V,1,V,1,V,2,V,16,V,43,V,52,V,52,V,52,V,40,V,38,V,26,V,9,V,11,V,8,V,15,V,15,V,19,V,9,V
08,Barcelona,019,Barcelona,050,14,2019,11,22,1,V,1,V,1,V,1,V,2,V,4,V,1,V,1,V,2,V,3,V,8,V,13,V,11,V,14,V,12,V,25,V,27,V,9,V,11,V,9,V,11,V,20,V,25,V,41,V
08,Barcelona,019,Barcelona,050,14,2019,11,23,20,V,45,V,45,V,49,V,32,V,19,V,11,V,4,V,29,V,57,V,58,V,59,V,61,V,61,V,62,V,65,V,62,V,63,V,66,V,68,V,63,V,60,V,57,V,63,V
08,Barcelona,019,Barcelona,050,14,2019,11,24,67,V,66,V,60,V,45,V,52,V,58,V,40,V,52,V,50,V,51,V,51,V,53,V,56,V,60,V,66,V,69,V,70,V,50,V,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,14,2019,11,21,4,V,8,V,7,V,5,V,13,V,24,V,13,V,1,V,3,V,7,V,27,V,34,V,,N,27,V,33,V,26,V,15,V,8,V,7,V,5,V,8,V,11,V,8,V,17,V
08,Barcelona,019,Barcelona,043,14,2019,11,22,11,V,3,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,4,V,4,V,8,V,18,V,23,V,16,V,8,V,5,V,14,V,23,V,30,V,35,V,44,V
08,Barcelona,019,Barcelona,043,14,2019,11,23,42,V,46,V,39,V,41,V,28,V,12,V,7,V,2,V,25,V,49,V,47,V,50,V,44,V,47,V,46,V,52,V,44,V,46,V,50,V,47,V,53,V,52,V,55,V,57,V
08,Barcelona,019,Barcelona,043,14,2019,11,24,55,V,53,V,52,V,54,V,54,V,54,V,53,V,43,V,41,V,41,V,45,V,39,V,37,V,42,V,46,V,38,V,22,V,15,V,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,14,2019,11,21,12,V,35,V,34,V,19,V,17,V,4,V,36,V,17,V,15,V,29,V,45,V,40,V,37,V,39,V,40,V,31,V,25,V,16,V,11,V,12,V,17,V,26,V,18,V,30,V
08,Barcelona,019,Barcelona,044,14,2019,11,22,29,V,23,V,5,V,1,V,1,V,1,V,1,V,1,V,2,V,3,V,10,V,,N,8,V,14,V,23,V,33,V,33,V,22,V,13,V,22,V,38,V,41,V,46,V,45,V
08,Barcelona,019,Barcelona,044,14,2019,11,23,48,V,48,V,41,V,53,V,40,V,31,V,36,V,23,V,47,V,54,V,54,V,56,V,57,V,56,V,58,V,60,V,56,V,60,V,63,V,62,V,59,V,61,V,64,V,64,V
08,Barcelona,019,Barcelona,044,14,2019,11,24,63,V,62,V,49,V,46,V,43,V,45,V,44,V,40,V,34,V,47,V,47,V,42,V,43,V,46,V,51,V,52,V,51,V,22,V,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,058,14,2019,11,21,87,V,84,V,84,V,87,V,89,V,87,V,87,V,79,V,73,V,71,V,,N,59,V,50,V,56,V,65,V,,N,,N,55,V,63,V,64,V,66,V,76,V,71,V,72,V
08,Barcelona,019,Barcelona,058,14,2019,11,22,63,V,70,V,69,V,68,V,68,V,72,V,68,V,50,V,57,V,56,V,51,V,49,V,46,V,49,V,54,V,65,V,62,V,59,V,52,V,,N,60,V,70,V,71,V,68,V
08,Barcelona,019,Barcelona,058,14,2019,11,23,69,V,69,V,66,V,72,V,72,V,74,V,78,V,65,V,63,V,68,V,66,V,67,V,67,V,67,V,68,V,73,V,71,V,76,V,79,V,78,V,77,V,77,V,75,V,75,V
08,Barcelona,019,Barcelona,058,14,2019,11,24,73,V,71,V,71,V,71,V,71,V,69,V,64,V,63,V,64,V,65,V,65,V,64,V,64,V,65,V,64,V,62,V,60,V,64,V,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,14,2019,11,21,31,V,52,V,37,V,39,V,32,V,15,V,6,V,2,V,8,V,51,V,61,V,59,V,50,V,51,V,48,V,43,V,40,V,16,V,14,V,33,V,49,V,57,V,57,V,52,V
08,Barcelona,019,Barcelona,057,14,2019,11,22,43,V,32,V,25,V,22,V,15,V,10,V,4,V,2,V,2,V,3,V,19,V,14,V,28,V,30,V,33,V,46,V,47,V,40,V,22,V,33,V,59,V,65,V,65,V,66,V
08,Barcelona,019,Barcelona,057,14,2019,11,23,64,V,59,V,48,V,66,V,47,V,48,V,55,V,41,V,59,V,67,V,66,V,64,V,67,V,67,V,67,V,72,V,73,V,73,V,77,V,77,V,78,V,77,V,76,V,75,V
08,Barcelona,019,Barcelona,057,14,2019,11,24,74,V,72,V,71,V,65,V,64,V,63,V,61,V,58,V,55,V,58,V,60,V,59,V,60,V,68,V,63,V,58,V,48,V,39,V,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,14,2019,11,21,45,V,52,V,37,V,34,V,31,V,45,V,21,V,10,V,32,V,43,V,52,V,52,V,43,V,45,V,52,V,47,V,32,V,28,V,41,V,47,V,58,V,57,V,47,V,35,V
08,Barcelona,019,Barcelona,054,14,2019,11,22,29,V,38,V,23,V,24,V,23,V,10,V,10,V,2,V,4,V,15,V,,N,,N,,N,40,V,44,V,53,V,56,V,48,V,35,V,34,V,55,V,57,V,59,V,57,V
08,Barcelona,019,Barcelona,054,14,2019,11,23,59,V,58,V,54,V,60,V,59,V,69,V,68,V,54,V,52,V,57,V,59,V,60,V,60,V,60,V,60,V,65,V,63,V,61,V,67,V,65,V,68,V,69,V,68,V,67,V
08,Barcelona,019,Barcelona,054,14,2019,11,24,66,V,65,V,64,V,64,V,64,V,63,V,58,V,56,V,54,V,54,V,53,V,51,V,55,V,57,V,57,V,62,V,60,V,4,V,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,10,2019,11,21,14,V,8,V,7,V,8,V,6,V,5,V,8,V,20,V,24,V,22,V,19,V,13,V,14,V,14,V,15,V,19,V,23,V,26,V,28,V,23,V,20,V,18,V,19,V,15,V
